district,school_name,project_#,description,fy_constr_start,total
09,I.S. 219 (OLD 148) - Bronx,DSF0000730944,Educational Enhancements - Educational Enhancements - Room,2012,407143
09,I.S. 219 (OLD 148) - Bronx,DSF0000731193,State of Good Repair - System Replacements - Gymnasium Upgrade,2012,95976
09,I.S. 219 (OLD 148) - Bronx,DSF0000773455,State of Good Repair - System Replacements - Exterior Masonry,2014,1495342
09,I.S. 219 (OLD 148) - Bronx,DSF0000773457,State of Good Repair - System Replacements - Heating Plant Upgrade,2013,114560
09,P.S. 163 - Bronx,DSF0000687111,State of Good Repair - Major Modernizations and Rehabilitations - Interior,2011,4446200
09,P.S. 163 - Bronx,DSF0000708003,State of Good Repair - System Replacements - Roofs,2011,279926
09,I.S. 166 - Bronx,DSF0000688195,Educational Enhancements - Educational Enhancements - Room,2010,432172
09,I.S. 166 - Bronx,DSF0000708027,State of Good Repair - System Replacements - Heating Plant Upgrade,2011,84121
09,I.S. 166 - Bronx,DSF0000710333,Educational Enhancements - Educational Enhancements - Room,2011,296186
09,I.S. 166 - Bronx,DSF0000729477,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,1177053
09,I.S. 166 - Bronx,DSF0000729496,Waste System,2013,1455320
09,I.S. 166 - Bronx,DSF0000731014,Educational Enhancements - Educational Enhancements - Room,2011,245484
09,P.S. 170 (ECC) - Bronx,DSF0000752822,Safety and Security - Safety and Security - Code Compliance,2013,353130
09,P.S. 4 ANNEX (P171 ECC) - Bronx,DSF0000729528,State of Good Repair - System Replacements - Paved Area-Concrete,2011,114807
09,P.S. 11 ANNEX (P172 ECC) - Bronx,DSF0000710113,State of Good Repair - System Replacements - Heating Plant Upgrade,2011,34810
09,P.S. 230/I.S. 229 (UDC) - Bronx,DSF0000685530,State of Good Repair - Building Upgrade - Elevators and Escalators,2011,1198289
09,P.S. 230/I.S. 229 (UDC) - Bronx,DSF0000710266,State of Good Repair - Building Upgrade - Boiler Conversion,2011,3056995
09,P.S. 230/I.S. 229 (UDC) - Bronx,DSF0000710269,State of Good Repair - Building Upgrade - Climate Control,2011,1439311
09,P.S./I.S. 218 - Bronx,DSF0000732429,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2013,473523
09,P.S. 204 - Bronx,DSF0000775796,Educational Enhancements - Educational Enhancements - Room,2013,2631887
09,P.S. 204 - Bronx,DSF0000798592,Educational Enhancements - Educational Enhancements - School Improvement and,2014,508873
10,P.S. 3 - Bronx,DSF0000710966,State of Good Repair - Building Upgrade - Elevators and Escalators,2011,32057
10,P.S. 7 - Bronx,DSF0000710021,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,684697
10,P.S. 7 - Bronx,DSF0000710117,State of Good Repair - System Replacements - Roofs,2012,1995228
10,P.S. 7 - Bronx,DSF0000726743,State of Good Repair - System Replacements - Parapets,2012,2865968
10,P.S. 7 - Bronx,DSF0000726744,State of Good Repair - System Replacements - Exterior Masonry,2012,809380
10,P.S. 7 - Bronx,DSF0000775963,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,1358254
10,P.S. 8 - Bronx,DSF0000748092,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,965240
10,P.S. 9 (OLD 115) - Bronx,DSF0000726770,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,1282824
10,P.S. 15 - Bronx,DSF0000544711,Educational Enhancements - Educational Enhancements - School Improvement and,2010,776803
10,P.S. 15 - Bronx,DSF0000752398,State of Good Repair - System Replacements - Heating Plant Upgrade,2013,46107
10,P.S. 20 - Bronx,DSF0000705505,State of Good Repair - System Replacements - Roofs,2011,1865196
10,P.S. 20 - Bronx,DSF0000752856,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2012,204960
10,P.S. 23 - Bronx,DSF0000622346,State of Good Repair - System Replacements - Heating Plant Upgrade,2010,2178170
10,P.S. 23 - Bronx,DSF0000771247,State of Good Repair - System Replacements - Heating Plant Upgrade,2013,111682
10,P.S. 24 - Bronx,DSF0000726989,State of Good Repair - System Replacements - Parapets,2013,2673221
10,P.S. 24 - Bronx,DSF0000726991,State of Good Repair - System Replacements - Electrical Systems,2012,836756
10,P.S. 24 - Bronx,DSF0000752867,State of Good Repair - System Replacements - Roofs,2013,1307641
10,P.S. 24 - Bronx,DSF0000771266,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,89560
10,P.S. 396 - Bronx,DSF0000413866,State of Good Repair - Building Upgrade - Flood Elimination,2014,2053387
10,P.S. 396 - Bronx,DSF0000682523,State of Good Repair - Building Upgrade - Elevators and Escalators,2013,990186
10,P.S. 396 - Bronx,DSF0000748380,State of Good Repair - System Replacements - Auditorium Upgrade,2013,270132
10,P.S. 396 - Bronx,DSF0000771297,State of Good Repair - Building Upgrade - Climate Control,2014,2268954
10,P.S. 396 - Bronx,DSF0000771301,State of Good Repair - System Replacements - Roofs,2014,1813655
10,P.S. 396 - Bronx,DSF0000771302,State of Good Repair - System Replacements - Parapets,2014,3460915
10,P.S. 396 - Bronx,DSF0000771303,State of Good Repair - System Replacements - Exterior Masonry,2014,2485932
10,P.S. 396 - Bronx,DSF0000775616,State of Good Repair - Building Upgrade - Boiler Conversion,2014,4655225
10,P.S. 32 - Bronx,DSF0000413951,State of Good Repair - Building Upgrade - Climate Control,2010,843017
10,P.S. 32 - Bronx,DSF0000413956,State of Good Repair - Building Upgrade - Reinforcing Support Elements,2010,14128298
10,P.S. 32 - Bronx,DSF0000413963,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2010,2030102
10,P.S. 32 - Bronx,DSF0000682630,State of Good Repair - System Replacements - Heating Plant Upgrade,2010,7464070
10,P.S. 32 - Bronx,DSF0000727128,State of Good Repair - Building Upgrade - Flood Elimination,2010,1986233
10,P.S. 33 - Bronx,DSF0000413979,State of Good Repair - System Replacements - Floors,2010,430324
10,P.S. 33 - Bronx,DSF0000545241,State of Good Repair - Building Upgrade - Reinforcing Support Elements,2010,3638021
10,P.S. 33 - Bronx,DSF0000682646,State of Good Repair - Building Upgrade - Flood Elimination,2011,252746
10,P.S. 33 - Bronx,DSF0000682648,State of Good Repair - System Replacements - Exterior Masonry,2011,2583741
10,P.S. 33 - Bronx,DSF0000687162,State of Good Repair - System Replacements - Roofs,2011,909211
10,P.S. 33 - Bronx,DSF0000752358,State of Good Repair - Building Upgrade - Boiler Conversion,2014,4045455
10,P.S. 33 - Bronx,DSF0000752359,State of Good Repair - Building Upgrade - Climate Control,2014,2117210
10,P.S. 33 - Bronx,DSF0000794136,State of Good Repair - System Replacements - Toilets-Students,2014,63316
10,P.S. 46 - Bronx,DSF0000682842,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,366292
10,P.S. 59 - Bronx,DSF0000727571,Educational Enhancements - Educational Enhancements - Library Upgrades,2012,449563
10,P.S. 79 - Bronx,DSF0000687249,Safety and Security - Safety and Security - Code Compliance,2010,480852
10,I.S. 80/P.S. 280 - Bronx,DSF0000688367,State of Good Repair - Building Upgrade - Flood Elimination,2011,1883912
10,I.S. 80/P.S. 280 - Bronx,DSF0000727971,State of Good Repair - System Replacements - Auditorium Upgrade,2013,362958
10,P.S. 81 - Bronx,DSF0000706526,State of Good Repair - Building Upgrade - Flood Elimination,2011,716950
10,P.S. 81 - Bronx,DSF0000749316,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,2013,582981
10,P.S. 85 - Bronx,DSF0000683592,State of Good Repair - System Replacements - Paved Area-Concrete,2011,2543557
10,P.S. 86 - Bronx,DSF0000683606,State of Good Repair - Building Upgrade - Elevators and Escalators,2011,1129226
10,P.S. 86 - Bronx,DSF0000710992,State of Good Repair - System Replacements - Auditorium Upgrade,2012,37975
10,P.S. 86 - Bronx,DSF0000728089,State of Good Repair - Building Upgrade - Flood Elimination,2013,336884
10,P.S. 86 - Bronx,DSF0000731385,State of Good Repair - System Replacements - Parapets,2013,2727778
10,P.S. 86 - Bronx,SCA0000016173,State of Good Repair - System Replacements - Exterior Masonry,2013,2916662
10,P.S. 91 - Bronx,DSF0000728178,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2012,635363
10,P.S. 94 - Bronx,DSF0000728240,State of Good Repair - System Replacements - Parapets,2012,4027820
10,P.S. 94 - Bronx,DSF0000728241,State of Good Repair - System Replacements - Exterior Masonry,2012,1196281
10,P.S. 94 - Bronx,DSF0000749564,State of Good Repair - Building Upgrade - Flood Elimination,2012,98244
10,P.S. 95 - Bronx,DSF0000706796,State of Good Repair - System Replacements - Heating Plant Upgrade,2011,37975
10,I.S. 399 (OLD X HS/115) - Bronx,DSF0000707152,State of Good Repair - Building Upgrade - Reinforcing Support Elements,2011,164409
10,I.S. 399 (OLD X HS/115) - Bronx,DSF0000707153,State of Good Repair - System Replacements - Parapets,2011,295530
10,I.S. 399 (OLD X HS/115) - Bronx,DSF0000709430,State of Good Repair - System Replacements - Exterior Masonry,2011,4333683
10,I.S. 399 (OLD X HS/115) - Bronx,DSF0000710115,State of Good Repair - System Replacements - Roofs,2011,533491
10,I.S. 399 (OLD X HS/115) - Bronx,DSF0000749929,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,643960
10,I.S. 399 (OLD X HS/115) - Bronx,DSF0000749945,Educational Enhancements - Educational Enhancements - Library Upgrades,2014,1077815
10,I.S. 118 - Bronx,DSF0000618835,Educational Enhancements - Educational Enhancements - Library Upgrades,2010,1313364
10,I.S. 118 - Bronx,DSF0000684216,State of Good Repair - Building Upgrade - Flood Elimination,2010,568251
10,I.S. 118 - Bronx,DSF0000684221,State of Good Repair - System Replacements - Paved Area-Blacktop,2010,694064
10,I.S. 118 - Bronx,DSF0000684223,State of Good Repair - System Replacements - Fencing,2010,240286
10,I.S. 118 - Bronx,DSF0000752425,Code Compliance,2013,365000
10,I.S. 391 (UDC) - Bronx,DSF0000415509,State of Good Repair - Building Upgrade - Elevators and Escalators,2010,256787
10,I.S. 391 (UDC) - Bronx,DSF0000622642,State of Good Repair - Building Upgrade - Boiler Conversion,2012,5250834
10,I.S. 391 (UDC) - Bronx,DSF0000623315,State of Good Repair - System Replacements - Exterior Masonry,2010,2756493
10,I.S. 391 (UDC) - Bronx,DSF0000684575,State of Good Repair - Building Upgrade - Climate Control,2012,1106863
10,I.S. 391 (UDC) - Bronx,DSF0000684580,State of Good Repair - System Replacements - Roofs,2010,814679
10,I.S. 391 (UDC) - Bronx,DSF0000684581,State of Good Repair - System Replacements - Parapets,2010,710426
10,I.S. 391 (UDC) - Bronx,DSF0000752454,State of Good Repair - System Replacements - Heating Plant Upgrade,2012,1587788
10,M.S./H.S. 141 - Bronx,DSF0000684674,State of Good Repair - System Replacements - Heating Plant Upgrade,2010,4391428
10,M.S./H.S. 141 - Bronx,DSF0000709404,State of Good Repair - Building Upgrade - Climate Control,2010,994102
10,M.S./H.S. 141 - Bronx,DSF0000729056,State of Good Repair - System Replacements - Gymnasium Upgrade,2012,126939
10,P.S. 205A (ECF) - Bronx,DSF0000688508,State of Good Repair - System Replacements - Heating Plant Upgrade,2010,421026
10,P.S. 205A (ECF) - Bronx,DSF0000729783,State of Good Repair - System Replacements - Heating Plant Upgrade,2012,60000
10,I.S. 206B - Bronx,DSF0000685495,State of Good Repair - System Replacements - Heating Plant Upgrade,2010,355366
10,I.S. 206B - Bronx,DSF0000775643,State of Good Repair - System Replacements - Domestic Piping,2014,842103
10,P.S. 209 - Bronx,DSF0000416199,State of Good Repair - System Replacements - Heating Plant Upgrade,2011,1247059
10,P.S. 209 - Bronx,DSF0000777268,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,51000
10,P.S. 279 - Bronx,DSF0000685565,State of Good Repair - System Replacements - Paved Area-Concrete,2010,1687580
10,P.S. 279 - Bronx,DSF0000687260,State of Good Repair - System Replacements - Roofs,2010,1386667
10,P.S. 279 - Bronx,DSF0000688418,State of Good Repair - System Replacements - Parapets,2010,337802
10,P.S. 279 - Bronx,DSF0000688419,State of Good Repair - System Replacements - Exterior Masonry,2010,376824
10,P.S. 340 - Bronx,DSF0000752855,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2012,185746
10,P.S. 360 - Bronx,DSF0000709170,State of Good Repair - System Replacements - Paved Area-Blacktop,2012,949834
10,M.S./H.S. 368 - Bronx,DSF0000775951,State of Good Repair - System Replacements - Heating Plant Upgrade,2013,90188
10,P.S. 8 MINISCHOOL - Bronx,DSF0000775563,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,289168
10,P.S. 32 MINISCHOOL - Bronx,DSF0000799924,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,165219
11,P.S. 19 - Bronx,DSF0000731400,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2012,64634
11,P.S. 19 - Bronx,DSF0000753128,State of Good Repair - System Replacements - Domestic Piping,2013,863290
11,P.S. 19 - Bronx,DSF0000771169,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,30136
11,P.S. 21 - Bronx,DSF0000705518,State of Good Repair - Building Upgrade - Flood Elimination,2011,1123973
11,P.S. 21 - Bronx,DSF0000705520,State of Good Repair - System Replacements - Parapets,2011,1857427
11,P.S. 21 - Bronx,DSF0000705521,State of Good Repair - System Replacements - Exterior Masonry,2011,2462395
11,P.S. 21 - Bronx,DSF0000711096,State of Good Repair - System Replacements - Roofs,2011,1038307
11,P.S. 21 - Bronx,DSF0000748281,State of Good Repair - System Replacements - Auditorium Upgrade,2013,1288050
11,P.S. 21 - Bronx,DSF0000771198,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2014,1653974
11,P.S. 41 - Bronx,DSF0000682731,State of Good Repair - Building Upgrade - Flood Elimination,2011,633130
11,P.S. 41 - Bronx,DSF0000727243,State of Good Repair - System Replacements - Electrical Systems,2012,912806
11,P.S. 68 - Bronx,DSF0000617867,State of Good Repair - System Replacements - Electrical Systems,2010,497485
11,P.S. 68 - Bronx,DSF0000683237,State of Good Repair - Building Upgrade - Elevators and Escalators,2011,1031744
11,P.S. 68 - Bronx,DSF0000683239,State of Good Repair - Building Upgrade - Flood Elimination,2010,209662
11,P.S. 76 - Bronx,DSF0000544666,State of Good Repair - System Replacements - Auditorium Upgrade,2010,99744
11,P.S. 76 - Bronx,DSF0000683386,State of Good Repair - Building Upgrade - Flood Elimination,2010,266322
11,P.S. 76 - Bronx,DSF0000683388,State of Good Repair - System Replacements - Parapets,2010,1318940
11,P.S. 76 - Bronx,DSF0000683389,State of Good Repair - System Replacements - Exterior Masonry,2010,3161586
11,P.S. 76 - Bronx,DSF0000688417,State of Good Repair - System Replacements - Roofs,2010,669905
11,P.S. 78 - Bronx,DSF0000683426,State of Good Repair - Building Upgrade - Flood Elimination,2010,539546
11,P.S. 78 - Bronx,DSF0000706482,State of Good Repair - System Replacements - Auditorium Upgrade,2011,1294097
11,P.S. 78 - Bronx,DSF0000710324,State of Good Repair - System Replacements - Toilets-Students,2011,284439
11,P.S. 78 - Bronx,DSF0000727927,State of Good Repair - System Replacements - Heating Plant Upgrade,2012,104811
11,P.S. 78 - Bronx,DSF0000731121,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2011,628072
11,P.S. 78 - Bronx,DSF0000731455,State of Good Repair - Building Upgrade - Flood Elimination,2013,848940
11,P.S. 78 - Bronx,DSF0000732200,State of Good Repair - System Replacements - Heating Plant Upgrade,2012,31438
11,P.S. 83 - Bronx,DSF0000772310,State of Good Repair - System Replacements - Heating Plant Upgrade,2014,69593
11,P.S. 89 - Bronx,DSF0000618286,State of Good Repair - System Replacements - Paved Area-Blacktop,2010,895945
11,P.S. 89 - Bronx,DSF0000709424,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2011,842930
11,P.S. 96 - Bronx,DSF0000618411,State of Good Repair - System Replacements - Electrical Systems,2010,460357
11,P.S. 97 - Bronx,DSF0000749614,State of Good Repair - Building Upgrade - Flood Elimination,2013,1926614
11,P.S. 97 - Bronx,DSF0000749616,State of Good Repair - System Replacements - Exterior Masonry,2013,1373738
11,P.S. 97 - Bronx,DSF0000772575,State of Good Repair - System Replacements - Roofs,2013,614035
11,P.S. 97 - Bronx,DSF0000772576,State of Good Repair - System Replacements - Parapets,2013,1310371
11,P.S. 105 - Bronx,DSF0000622357,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground,2010,3052714
11,P.S. 105 - Bronx,DSF0000749738,State of Good Repair - Building Upgrade - Low-Voltage Electrical Systems,2013,1037903
11,P.S. 106 - Bronx,DSF0000728440,State of Good Repair - System Replacements - Electrical Systems,2013,1262249
11,P.S. 108 - Bronx,DSF0000707007,State of Good Repair - System Replacements - Exterior Masonry,2013,1446412
